DICOFRE,NUTS-II,Distrito,Concelho,Freguesia,Area_Ha
140607,alentejo,santarém,cartaxo,vila chã de ourique,3321.9
140608,alentejo,santarém,cartaxo,vale da pedra,1409.51
140609,alentejo,santarém,cartaxo,união das freguesias do cartaxo e vale da pinta,2823.1
140610,alentejo,santarém,cartaxo,união das freguesias de ereira e lapa,1261.76
140704,alentejo,santarém,chamusca,ulme,12179.78
140705,alentejo,santarém,chamusca,vale de cavalos,12005.03
140707,alentejo,santarém,chamusca,carregueira,9864.49
140708,alentejo,santarém,chamusca,união das freguesias da chamusca e pinheiro grande,6709.99
140709,alentejo,santarém,chamusca,união das freguesias de parreira e chouto,33841.25
140801,centro,santarém,constância,constância,883.15
140802,centro,santarém,constância,montalvo,1281.44
140803,centro,santarém,constância,santa margarida da coutada,5871.99
140902,alentejo,santarém,coruche,couço,34657.82
140903,alentejo,santarém,coruche,são josé da lamarosa,11089.24
140905,alentejo,santarém,coruche,branca,11734.22
140907,alentejo,santarém,coruche,biscainho,8136.72
140908,alentejo,santarém,coruche,santana do mato,10305.96
140909,alentejo,santarém,coruche,"união das freguesias de coruche, fajarda e erra",35648.06
141001,centro,santarém,entroncamento,são joão baptista,456.05
141002,centro,santarém,entroncamento,nossa senhora de fátima,916.76
141101,centro,santarém,ferreira do zêzere,águas belas,2213.03
141103,centro,santarém,ferreira do zêzere,beco,1621.34
141104,centro,santarém,ferreira do zêzere,chãos,2333.55
141106,centro,santarém,ferreira do zêzere,ferreira do zêzere,3793.24
141107,centro,santarém,ferreira do zêzere,igreja nova do sobral,1452.4
141110,centro,santarém,ferreira do zêzere,nossa senhora do pranto,3048.25
141111,centro,santarém,ferreira do zêzere,união das freguesias de areias e pias,4576.22
141201,alentejo,santarém,golegã,azinhaga,3821.38
141202,alentejo,santarém,golegã,golegã,3840.34
141203,alentejo,santarém,golegã,pombalinho,769.94
141302,centro,santarém,mação,amêndoa,3760.98
141303,centro,santarém,mação,cardigos,7092.75
141304,centro,santarém,mação,carvoeiro,4891.52
141305,centro,santarém,mação,envendos,9204.84
141307,centro,santarém,mação,ortiga,1636.86
141309,centro,santarém,mação,"união das freguesias de mação, penhascoso e aboboreira",13411.04
141401,alentejo,santarém,rio maior,alcobertas,3203.01
141402,alentejo,santarém,rio maior,arrouquelas,2785.09
141405,alentejo,santarém,rio maior,fráguas,1612.18
141408,alentejo,santarém,rio maior,rio maior,9100.31
141410,alentejo,santarém,rio maior,asseiceira,1670.79
141411,alentejo,santarém,rio maior,são sebastião,1540.42
141415,alentejo,santarém,rio maior,união das freguesias de azambujeira e malaqueijo,1484.24
141416,alentejo,santarém,rio maior,união das freguesias de marmeleira e assentiz,1415.43
141417,alentejo,santarém,rio maior,união das freguesias de outeiro da cortiçada e arruda dos pisões,2448.29
141418,alentejo,santarém,rio maior,união das freguesias de são joão da ribeira e ribeira de são joão,2016.68
141502,alentejo,santarém,salvaterra de magos,marinhais,3787.92
141503,alentejo,santarém,salvaterra de magos,muge,4960.51
141507,alentejo,santarém,salvaterra de magos,união das freguesias de glória do ribatejo e granho,8465.16
141508,alentejo,santarém,salvaterra de magos,união das freguesias de salvaterra de magos e foros de salvaterra,7179.61
141601,alentejo,santarém,santarém,abitureiras,2368.9
141602,alentejo,santarém,santarém,abrã,2243.88
141604,alentejo,santarém,santarém,alcanede,10582.99
141605,alentejo,santarém,santarém,alcanhões,1145.38
141606,alentejo,santarém,santarém,almoster,4082.04
141607,alentejo,santarém,santarém,amiais de baixo,630.24
141608,alentejo,santarém,santarém,arneiro das milhariças,1202.17
141613,alentejo,santarém,santarém,moçarria,1211.98
141614,alentejo,santarém,santarém,pernes,1405.96
141616,alentejo,santarém,santarém,póvoa da isenta,1390.36
141625,alentejo,santarém,santarém,vale de santarém,1019.53
141628,alentejo,santarém,santarém,gançaria,558.91
141629,alentejo,santarém,santarém,"união das freguesias de achete, azoia de baixo e póvoa de santarém",4426.05
141630,alentejo,santarém,santarém,união das freguesias de azoia de cima e tremês,3329.09
141631,alentejo,santarém,santarém,união das freguesias de casével e vaqueiros,3678.2
141632,alentejo,santarém,santarém,união das freguesias de romeira e várzea,3244.57
141633,alentejo,santarém,santarém,união das freguesias da cidade de santarém,5551.11
141634,alentejo,santarém,santarém,união das freguesias de são vicente do paul e vale de figueira,7182.23
141701,centro,santarém,sardoal,alcaravela,3677.44
141702,centro,santarém,sardoal,santiago de montalegre,1699.61
141703,centro,santarém,sardoal,sardoal,3000.89
141704,centro,santarém,sardoal,valhascos,836.79
141802,centro,santarém,tomar,asseiceira,2907.14
141804,centro,santarém,tomar,carregueiros,1235.08
141808,centro,santarém,tomar,olalhas,3471.79
141809,centro,santarém,tomar,paialvo,2230.62
141813,centro,santarém,tomar,são pedro de tomar,3665.67
141814,centro,santarém,tomar,sabacheira,3425.5
141817,centro,santarém,tomar,união das freguesias de além da ribeira e pedreira,2450.21
141818,centro,santarém,tomar,união das freguesias de casais e alviobeira,3595.9
141819,centro,santarém,tomar,união das freguesias de madalena e beselga,4443.79
141820,centro,santarém,tomar,união das freguesias de serra e junceira,4656.66
141821,centro,santarém,tomar,união das freguesias de tomar (são joão baptista) e santa maria dos olivais,3038.09
141902,centro,santarém,torres novas,assentiz,3282.25
141904,centro,santarém,torres novas,chancelaria,3537.1
141909,centro,santarém,torres novas,pedrógão,3933.56
141910,centro,santarém,torres novas,riachos,1457.08
141916,centro,santarém,torres novas,zibreira,1050.52
141917,centro,santarém,torres novas,meia via,409.03
141918,centro,santarém,torres novas,"união das freguesias de brogueira, parceiros de igreja e alcorochel",4207.43
141919,centro,santarém,torres novas,união das freguesias de olaia e paço,2958.33
141920,centro,santarém,torres novas,"união das freguesias de torres novas (santa maria, salvador e santiago)",3965.11
141921,centro,santarém,torres novas,"união das freguesias de torres novas (são pedro), lapas e ribeira branca",2199.27
142001,centro,santarém,vila nova da barquinha,atalaia,1439.6
142002,centro,santarém,vila nova da barquinha,praia do ribatejo,2025.78
142003,centro,santarém,vila nova da barquinha,tancos,204.35
142006,centro,santarém,vila nova da barquinha,vila nova da barquinha,1283.24
142101,centro,santarém,ourém,alburitel,1119.42
142102,centro,santarém,ourém,atouguia,1961.28
142104,centro,santarém,ourém,caxarias,1803.43
142105,centro,santarém,ourém,espite,1977.65
142106,centro,santarém,ourém,fátima,7183.86
142111,centro,santarém,ourém,nossa senhora das misericórdias,4067.33
142113,centro,santarém,ourém,seiça,2487.94
142114,centro,santarém,ourém,urqueira,3105.57
142115,centro,santarém,ourém,nossa senhora da piedade,2042.32
142119,centro,santarém,ourém,"união das freguesias de freixianda, ribeira do fárrio e formigais",6422.57
142120,centro,santarém,ourém,união das freguesias de gondemaria e olival,3010.88
142121,centro,santarém,ourém,união das freguesias de matas e cercal,2074.53
142122,centro,santarém,ourém,união das freguesias de rio de couros e casal dos bernardos,4411.25
150104,alentejo,setúbal,alcácer do sal,torrão,37238.81
150105,alentejo,setúbal,alcácer do sal,são martinho,8859.29
150106,alentejo,setúbal,alcácer do sal,comporta,15053.97
150107,alentejo,setúbal,alcácer do sal,união das freguesias de alcácer do sal (santa maria do castelo e santiago) e santa susana,88835.22
150201,lisboa,setúbal,alcochete,alcochete,11944.17
150202,lisboa,setúbal,alcochete,samouco,476.14
150203,lisboa,setúbal,alcochete,são francisco,416.17
150303,lisboa,setúbal,almada,costa da caparica,1017.82
150312,lisboa,setúbal,almada,"união das freguesias de almada, cova da piedade, pragal e cacilhas",615.45
150313,lisboa,setúbal,almada,união das freguesias de caparica e trafaria,1674.56
150314,lisboa,setúbal,almada,união das freguesias de charneca de caparica e sobreda,2905.13
150315,lisboa,setúbal,almada,união das freguesias de laranjeiro e feijó,787.93
150407,lisboa,setúbal,barreiro,santo antónio da charneca,769.67
150409,lisboa,setúbal,barreiro,"união das freguesias de alto do seixalinho, santo andré e verderena",717.91
150410,lisboa,setúbal,barreiro,união das freguesias de barreiro e lavradio,773.56
150411,lisboa,setúbal,barreiro,união das freguesias de palhais e coina,1377.93
150501,alentejo,setúbal,grândola,azinheira dos barros e são mamede do sádão,17252.07
150503,alentejo,setúbal,grândola,melides,15516.28
150505,alentejo,setúbal,grândola,carvalhal,8199.83
150506,alentejo,setúbal,grândola,união das freguesias de grândola e santa margarida da serra,41625.49
150601,lisboa,setúbal,moita,alhos vedros,1790.73
150603,lisboa,setúbal,moita,moita,1794.15
150607,lisboa,setúbal,moita,união das freguesias de baixa da banheira e vale da amoreira,642.05
150608,lisboa,setúbal,moita,união das freguesias de gaio-rosário e sarilhos pequenos,1299.05
150701,lisboa,setúbal,montijo,canha,21197.12
150704,lisboa,setúbal,montijo,sarilhos grandes,1176.58
150709,lisboa,setúbal,montijo,união das freguesias de atalaia e alto estanqueiro-jardia,1364.9
150710,lisboa,setúbal,montijo,união das freguesias de montijo e afonsoeiro,3146
150711,lisboa,setúbal,montijo,união das freguesias de pegões,7977.03
150802,lisboa,setúbal,palmela,palmela,7743.45
150803,lisboa,setúbal,palmela,pinhal novo,5444.3
150804,lisboa,setúbal,palmela,quinta do anjo,5111.76
150806,lisboa,setúbal,palmela,união das freguesias de poceirão e marateca,28212.51
150901,alentejo,setúbal,santiago do cacém,abela,13767.91
150902,alentejo,setúbal,santiago do cacém,alvalade,16182.21
150903,alentejo,setúbal,santiago do cacém,cercal,13748.53
150904,alentejo,setúbal,santiago do cacém,ermidas-sado,8240.04
150907,alentejo,setúbal,santiago do cacém,santo andré,7510.51
150910,alentejo,setúbal,santiago do cacém,são francisco da serra,5137.94
150912,alentejo,setúbal,santiago do cacém,"união das freguesias de santiago do cacém, santa cruz e são bartolomeu da serra",20793.49
150913,alentejo,setúbal,santiago do cacém,união das freguesias de são domingos e vale de água,20588.66
151002,lisboa,setúbal,seixal,amora,2433.33
151005,lisboa,setúbal,seixal,corroios,1730.97
151006,lisboa,setúbal,seixal,fernão ferro,2390.56
151007,lisboa,setúbal,seixal,"união das freguesias do seixal, arrentela e aldeia de paio pires",2990.31
151101,lisboa,setúbal,sesimbra,sesimbra (castelo),17932.53
151102,lisboa,setúbal,sesimbra,sesimbra (santiago),201.59
151103,lisboa,setúbal,sesimbra,quinta do conde,1437.63
151205,lisboa,setúbal,setúbal,setúbal (são sebastião),2551.87
151207,lisboa,setúbal,setúbal,gâmbia-pontes-alto da guerra,3322.99
151208,lisboa,setúbal,setúbal,sado,6548.87
151209,lisboa,setúbal,setúbal,união das freguesias de azeitão (são lourenço e são simão),6932.25
151210,lisboa,setúbal,setúbal,"união das freguesias de setúbal (são julião, nossa senhora da anunciada e santa maria da graça)",3676.53
151301,alentejo,setúbal,sines,sines,15257.98
151302,alentejo,setúbal,sines,porto covo,5072.19
160101,norte,viana do castelo,arcos de valdevez,aboim das choças,182.81
160102,norte,viana do castelo,arcos de valdevez,aguiã,380.52
160104,norte,viana do castelo,arcos de valdevez,ázere,317.76
160105,norte,viana do castelo,arcos de valdevez,cabana maior,1340.35
160106,norte,viana do castelo,arcos de valdevez,cabreiro,4172.05
160108,norte,viana do castelo,arcos de valdevez,cendufe,315.8
160109,norte,viana do castelo,arcos de valdevez,couto,578.71
160113,norte,viana do castelo,arcos de valdevez,gavieira,5771.23
160115,norte,viana do castelo,arcos de valdevez,gondoriz,3397.18
160121,norte,viana do castelo,arcos de valdevez,miranda,1002.01
160122,norte,viana do castelo,arcos de valdevez,monte redondo,238.3
160123,norte,viana do castelo,arcos de valdevez,oliveira,320.72
160124,norte,viana do castelo,arcos de valdevez,paçô,460.27
160125,norte,viana do castelo,arcos de valdevez,padroso,793.24
160128,norte,viana do castelo,arcos de valdevez,prozelo,395.59
160130,norte,viana do castelo,arcos de valdevez,rio frio,1928.3
160131,norte,viana do castelo,arcos de valdevez,rio de moinhos,359.13
160133,norte,viana do castelo,arcos de valdevez,sabadim,833.02
160142,norte,viana do castelo,arcos de valdevez,jolda (são paio),169.99
160144,norte,viana do castelo,arcos de valdevez,senharei,752.98
160145,norte,viana do castelo,arcos de valdevez,sistelo,2623.28
160146,norte,viana do castelo,arcos de valdevez,soajo,5910.09
160149,norte,viana do castelo,arcos de valdevez,vale,1511.59
160152,norte,viana do castelo,arcos de valdevez,união das freguesias de alvora e loureda,1024.04
160153,norte,viana do castelo,arcos de valdevez,união das freguesias de arcos de valdevez (são paio) e giela,552.03
160154,norte,viana do castelo,arcos de valdevez,"união das freguesias de arcos de valdevez (salvador), vila fonche e parada",527.22
160155,norte,viana do castelo,arcos de valdevez,união das freguesias de eiras e mei,600.3
160156,norte,viana do castelo,arcos de valdevez,união das freguesias de grade e carralcova,1395.39
160157,norte,viana do castelo,arcos de valdevez,união das freguesias de guilhadeses e santar,390.95
160158,norte,viana do castelo,arcos de valdevez,união das freguesias de jolda (madalena) e rio cabrão,423.25
160159,norte,viana do castelo,arcos de valdevez,união das freguesias de padreiro (salvador e santa cristina),442.51
160160,norte,viana do castelo,arcos de valdevez,união das freguesias de portela e extremo,1160.93
