DICOFRE,NUTS-II,Distrito,Concelho,Freguesia,Area_Ha
050201,centro,castelo branco,castelo branco,alcains,3694.47
050202,centro,castelo branco,castelo branco,almaceda,7219.27
050203,centro,castelo branco,castelo branco,benquerenças,6103.14
050205,centro,castelo branco,castelo branco,castelo branco,17026.24
050211,centro,castelo branco,castelo branco,lardosa,4447.14
050212,centro,castelo branco,castelo branco,louriçal do campo,2230.56
050214,centro,castelo branco,castelo branco,malpica do tejo,24602.22
050216,centro,castelo branco,castelo branco,monforte da beira,12035.46
050220,centro,castelo branco,castelo branco,salgueiro do campo,3033.86
050221,centro,castelo branco,castelo branco,santo andré das tojeiras,7487.41
050222,centro,castelo branco,castelo branco,são vicente da beira,10000.26
050223,centro,castelo branco,castelo branco,sarzedas,17204.9
050225,centro,castelo branco,castelo branco,tinalhas,1619.49
050226,centro,castelo branco,castelo branco,união das freguesias de cebolais de cima e retaxo,2512.61
050227,centro,castelo branco,castelo branco,união das freguesias de escalos de baixo e mata,7007.65
050228,centro,castelo branco,castelo branco,união das freguesias de escalos de cima e lousa,5123.55
050229,centro,castelo branco,castelo branco,união das freguesias de freixial e juncal do campo,4066.76
050230,centro,castelo branco,castelo branco,união das freguesias de ninho do açor e sobral do campo,4296.92
050231,centro,castelo branco,castelo branco,união das freguesias de póvoa de rio de moinhos e cafede,4107.25
050302,centro,castelo branco,covilhã,aldeia de são francisco de assis,1607.84
050305,centro,castelo branco,covilhã,boidobra,1626
050308,centro,castelo branco,covilhã,cortes do meio,4740.23
050309,centro,castelo branco,covilhã,dominguizo,494.9
050310,centro,castelo branco,covilhã,erada,4339.52
050311,centro,castelo branco,covilhã,ferro,3075.91
050312,centro,castelo branco,covilhã,orjais,1889.78
050314,centro,castelo branco,covilhã,paul,2399.21
050315,centro,castelo branco,covilhã,peraboa,2720.12
050318,centro,castelo branco,covilhã,são jorge da beira,2305.08
050322,centro,castelo branco,covilhã,sobral de são miguel,2393.52
050324,centro,castelo branco,covilhã,tortosendo,1775.06
050325,centro,castelo branco,covilhã,unhais da serra,2993.08
050327,centro,castelo branco,covilhã,verdelhos,3649.26
050332,centro,castelo branco,covilhã,união das freguesias de barco e coutada,2402.55
050333,centro,castelo branco,covilhã,união das freguesias de cantar-galo e vila do carvalho,1580.06
050334,centro,castelo branco,covilhã,união das freguesias de casegas e ourondo,4824.66
050335,centro,castelo branco,covilhã,união das freguesias de covilhã e canhoso,2594.95
050336,centro,castelo branco,covilhã,união das freguesias de peso e vales do rio,1588.97
050337,centro,castelo branco,covilhã,união das freguesias de teixoso e sarzedo,4669.33
050338,centro,castelo branco,covilhã,união das freguesias de vale formoso e aldeia do souto,1890.02
050401,centro,castelo branco,fundão,alcaide,1671.51
050402,centro,castelo branco,fundão,alcaria,2148.14
050403,centro,castelo branco,fundão,alcongosta,731.05
050406,centro,castelo branco,fundão,alpedrinha,1618.69
050408,centro,castelo branco,fundão,barroca,2309.87
050410,centro,castelo branco,fundão,bogas de cima,3124.29
050411,centro,castelo branco,fundão,capinha,3963.58
050412,centro,castelo branco,fundão,castelejo,2951.82
050413,centro,castelo branco,fundão,castelo novo,4051.09
050416,centro,castelo branco,fundão,fatela,1126.57
050419,centro,castelo branco,fundão,lavacolhos,1986.53
050420,centro,castelo branco,fundão,orca,5498.32
050421,centro,castelo branco,fundão,pêro viseu,1920.08
050424,centro,castelo branco,fundão,silvares,2024.53
050425,centro,castelo branco,fundão,soalheira,1242.29
050426,centro,castelo branco,fundão,souto da casa,2936.94
050427,centro,castelo branco,fundão,telhado,1764.15
050431,centro,castelo branco,fundão,enxames,2248.39
050432,centro,castelo branco,fundão,três povos,6595.68
050433,centro,castelo branco,fundão,união das freguesias de janeiro de cima e bogas de baixo,4636.09
050434,centro,castelo branco,fundão,"união das freguesias de fundão, valverde, donas, aldeia de joanes e aldeia nova do cabo",5783.14
050435,centro,castelo branco,fundão,união das freguesias de póvoa de atalaia e atalaia do campo,2418.16
050436,centro,castelo branco,fundão,união das freguesias de vale de prazeres e mata da rainha,7268.9
050502,centro,castelo branco,idanha-a-nova,aldeia de santa margarida,1362.18
050505,centro,castelo branco,idanha-a-nova,ladoeiro,6328.46
050506,centro,castelo branco,idanha-a-nova,medelim,3047.42
050509,centro,castelo branco,idanha-a-nova,oledo,2766.52
050510,centro,castelo branco,idanha-a-nova,penha garcia,12841.79
050511,centro,castelo branco,idanha-a-nova,proença-a-velha,5800.17
050512,centro,castelo branco,idanha-a-nova,rosmaninhal,26658.78
050514,centro,castelo branco,idanha-a-nova,são miguel de acha,4126.08
050516,centro,castelo branco,idanha-a-nova,toulões,3672.79
050518,centro,castelo branco,idanha-a-nova,união das freguesias de idanha-a-nova e alcafozes,28478.19
050519,centro,castelo branco,idanha-a-nova,união das freguesias de monfortinho e salvaterra do extremo,13538.7
050520,centro,castelo branco,idanha-a-nova,união das freguesias de monsanto e idanha-a-velha,15273.05
050521,centro,castelo branco,idanha-a-nova,união das freguesias de zebreira e segura,17739.38
050601,centro,castelo branco,oleiros,álvaro,2940.84
050603,centro,castelo branco,oleiros,cambas,4853.84
050605,centro,castelo branco,oleiros,isna,2794.1
050606,centro,castelo branco,oleiros,madeirã,2687.43
050607,centro,castelo branco,oleiros,mosteiro,1769.54
050609,centro,castelo branco,oleiros,orvalho,3331.13
050610,centro,castelo branco,oleiros,sarnadas de são simão,3100.33
050611,centro,castelo branco,oleiros,sobral,1916.39
050613,centro,castelo branco,oleiros,estreito-vilar barroco,9351.29
050614,centro,castelo branco,oleiros,oleiros-amieira,14364.42
050704,centro,castelo branco,penamacor,aranhas,547.67
050706,centro,castelo branco,penamacor,benquerença,2860.15
050707,centro,castelo branco,penamacor,meimão,3311.68
050708,centro,castelo branco,penamacor,meimoa,2879.54
050710,centro,castelo branco,penamacor,penamacor,37349.86
050711,centro,castelo branco,penamacor,salvador,1048.68
050712,centro,castelo branco,penamacor,vale da senhora da póvoa,1931.23
050713,centro,castelo branco,penamacor,"união das freguesias de aldeia do bispo, águas e aldeia de joão pires",3270.98
050714,centro,castelo branco,penamacor,união das freguesias de pedrógão de são pedro e bemposta,3170.91
050802,centro,castelo branco,proença-a-nova,montes da senhora,3673.04
050805,centro,castelo branco,proença-a-nova,são pedro do esteval,6849.9
050807,centro,castelo branco,proença-a-nova,união das freguesias de proença-a-nova e peral,17151.37
050808,centro,castelo branco,proença-a-nova,união das freguesias de sobreira formosa e alvito da beira,11865.65
050901,centro,castelo branco,sertã,cabeçudo,1039.38
050902,centro,castelo branco,sertã,carvalhal,1002.02
050903,centro,castelo branco,sertã,castelo,2457.43
050911,centro,castelo branco,sertã,pedrógão pequeno,3685.69
050912,centro,castelo branco,sertã,sertã,8094.75
050913,centro,castelo branco,sertã,troviscal,5337.07
050914,centro,castelo branco,sertã,várzea dos cavaleiros,3450.64
050915,centro,castelo branco,sertã,"união das freguesias de cernache do bonjardim, nesperal e palhais",10158.68
050916,centro,castelo branco,sertã,união das freguesias de cumeada e marmeleiro,5173.28
050917,centro,castelo branco,sertã,união das freguesias de ermida e figueiredo,4274.22
051001,centro,castelo branco,vila de rei,fundada,3654.43
051002,centro,castelo branco,vila de rei,são joão do peso,1305.07
051003,centro,castelo branco,vila de rei,vila de rei,14195.09
051101,centro,castelo branco,vila velha de ródão,fratel,9784.38
051102,centro,castelo branco,vila velha de ródão,perais,8195.15
051103,centro,castelo branco,vila velha de ródão,sarnadas de ródão,5967.54
051104,centro,castelo branco,vila velha de ródão,vila velha de ródão,9044.09
060102,centro,coimbra,arganil,arganil,3411.01
060104,centro,coimbra,arganil,benfeita,2176.95
060105,centro,coimbra,arganil,celavisa,1527.19
060109,centro,coimbra,arganil,folques,1835.63
060111,centro,coimbra,arganil,piódão,3657.02
060112,centro,coimbra,arganil,pomares,3151.71
060113,centro,coimbra,arganil,pombeiro da beira,3264.9
060114,centro,coimbra,arganil,são martinho da cortiça,3154.22
060115,centro,coimbra,arganil,sarzedo,1155.55
060116,centro,coimbra,arganil,secarias,694.07
060119,centro,coimbra,arganil,união das freguesias de cepos e teixeira,3271.1
060120,centro,coimbra,arganil,união das freguesias de cerdeira e moura da serra,1842.38
060121,centro,coimbra,arganil,união das freguesias de côja e barril de alva,2429.63
060122,centro,coimbra,arganil,união das freguesias de vila cova de alva e anseriz,1712.58
060201,centro,coimbra,cantanhede,ançã,1809.58
060203,centro,coimbra,cantanhede,cadima,2699.13
060205,centro,coimbra,cantanhede,cordinhã,991.69
060207,centro,coimbra,cantanhede,febres,2294.18
060208,centro,coimbra,cantanhede,murtede,2016.1
060209,centro,coimbra,cantanhede,ourentã,1836.08
060214,centro,coimbra,cantanhede,tocha,7843.95
060215,centro,coimbra,cantanhede,são caetano,1903.81
060218,centro,coimbra,cantanhede,sanguinheira,2660.47
060220,centro,coimbra,cantanhede,união das freguesias de cantanhede e pocariça,5409
060221,centro,coimbra,cantanhede,união das freguesias de covões e camarneira,3685.94
060222,centro,coimbra,cantanhede,união das freguesias de portunhos e outil,3072.15
060223,centro,coimbra,cantanhede,união das freguesias de sepins e bolho,1761.36
060224,centro,coimbra,cantanhede,união das freguesias de vilamar e corticeiro de cima,1104.58
060301,centro,coimbra,coimbra,almalaguês,2316.39
060309,centro,coimbra,coimbra,brasfemes,917.79
060311,centro,coimbra,coimbra,ceira,1242.49
060312,centro,coimbra,coimbra,cernache,1916.52
060318,centro,coimbra,coimbra,santo antónio dos olivais,1927.33
060320,centro,coimbra,coimbra,são joão do campo,791.95
060324,centro,coimbra,coimbra,são silvestre,1027.34
060329,centro,coimbra,coimbra,torres do mondego,1666.29
060332,centro,coimbra,coimbra,união das freguesias de antuzede e vil de matos,1762.39
060333,centro,coimbra,coimbra,união das freguesias de assafarge e antanhol,1951.13
060334,centro,coimbra,coimbra,"união das freguesias de coimbra (sé nova, santa cruz, almedina e são bartolomeu)",833.48
060335,centro,coimbra,coimbra,união das freguesias de eiras e são paulo de frades,2477.71
060336,centro,coimbra,coimbra,união das freguesias de santa clara e castelo viegas,1762.77
060337,centro,coimbra,coimbra,união das freguesias de são martinho de árvore e lamarosa,2088.17
060338,centro,coimbra,coimbra,união das freguesias de são martinho do bispo e ribeira de frades,2467.74
060339,centro,coimbra,coimbra,união das freguesias de souselas e botão,3300.7
060340,centro,coimbra,coimbra,"união das freguesias de taveiro, ameal e arzila",2433.96
060341,centro,coimbra,coimbra,união das freguesias de trouxemil e torre de vilela,1055.78
060401,centro,coimbra,condeixa-a-nova,anobra,1638.29
060406,centro,coimbra,condeixa-a-nova,ega,3255.06
060407,centro,coimbra,condeixa-a-nova,furadouro,1441.22
060410,centro,coimbra,condeixa-a-nova,zambujal,1841.8
060411,centro,coimbra,condeixa-a-nova,união das freguesias de condeixa-a-velha e condeixa-a-nova,2765.36
060412,centro,coimbra,condeixa-a-nova,união das freguesias de sebal e belide,1298.61
060413,centro,coimbra,condeixa-a-nova,união das freguesias de vila seca e bem da fé,1627.14
060502,centro,coimbra,figueira da foz,alqueidão,1966.48
060507,centro,coimbra,figueira da foz,maiorca,2513.55
060508,centro,coimbra,figueira da foz,marinha das ondas,2741.22
060512,centro,coimbra,figueira da foz,tavarede,1071.36
060513,centro,coimbra,figueira da foz,vila verde,1729.24
060514,centro,coimbra,figueira da foz,são pedro,700.52
060515,centro,coimbra,figueira da foz,bom sucesso,6036.17
060518,centro,coimbra,figueira da foz,moinhos da gândara,1074.43
060519,centro,coimbra,figueira da foz,alhadas,3184.44
060520,centro,coimbra,figueira da foz,buarcos e são julião,1553.04
060521,centro,coimbra,figueira da foz,ferreira-a-nova,2783.09
060522,centro,coimbra,figueira da foz,lavos,4202.36
060523,centro,coimbra,figueira da foz,paião,3118.71
060524,centro,coimbra,figueira da foz,quiaios,5230.65
060601,centro,coimbra,góis,alvares,10057.33
060604,centro,coimbra,góis,góis,7287.1
060605,centro,coimbra,góis,vila nova do ceira,1970.12
060606,centro,coimbra,góis,união das freguesias de cadafaz e colmeal,7015.63
060704,centro,coimbra,lousã,serpins,3612.2
060706,centro,coimbra,lousã,gândaras,1004.05
060707,centro,coimbra,lousã,união das freguesias de foz de arouce e casal de ermio,1983.53
060708,centro,coimbra,lousã,união das freguesias de lousã e vilarinho,7240.23
060801,centro,coimbra,mira,mira,6314.32
060802,centro,coimbra,mira,seixo,1623.1
060803,centro,coimbra,mira,carapelhos,438.12
060804,centro,coimbra,mira,praia de mira,4027.85
060901,centro,coimbra,miranda do corvo,lamas,1566.04
060902,centro,coimbra,miranda do corvo,miranda do corvo,4651.96
060905,centro,coimbra,miranda do corvo,vila nova,2689.54
060906,centro,coimbra,miranda do corvo,união das freguesias de semide e rio vide,3730.25
061002,centro,coimbra,montemor-o-velho,arazede,5344.7
061003,centro,coimbra,montemor-o-velho,carapinheira,1590.03
061005,centro,coimbra,montemor-o-velho,liceia,1269.04
061006,centro,coimbra,montemor-o-velho,meãs do campo,974.38
061008,centro,coimbra,montemor-o-velho,pereira,1233.98
061009,centro,coimbra,montemor-o-velho,santo varão,1184.67
061010,centro,coimbra,montemor-o-velho,seixo de gatões,1089.89
061011,centro,coimbra,montemor-o-velho,tentúgal,3429.18
061014,centro,coimbra,montemor-o-velho,ereira,724.63
061015,centro,coimbra,montemor-o-velho,"união das freguesias de abrunheira, verride e vila nova da barca",2950.02
061016,centro,coimbra,montemor-o-velho,união das freguesias de montemor-o-velho e gatões,3105.69
061101,centro,coimbra,oliveira do hospital,aldeia das dez,1869.49
061102,centro,coimbra,oliveira do hospital,alvoco das várzeas,1162.3
061103,centro,coimbra,oliveira do hospital,avô,717.2
061104,centro,coimbra,oliveira do hospital,bobadela,567.96
061106,centro,coimbra,oliveira do hospital,lagares,1318.96
061109,centro,coimbra,oliveira do hospital,lourosa,1393.53
061110,centro,coimbra,oliveira do hospital,meruge,724.7
061111,centro,coimbra,oliveira do hospital,nogueira do cravo,1498.36
061115,centro,coimbra,oliveira do hospital,são gião,1454.92
061118,centro,coimbra,oliveira do hospital,seixo da beira,3372.92
061119,centro,coimbra,oliveira do hospital,travanca de lagos,1582.67
061122,centro,coimbra,oliveira do hospital,união das freguesias de ervedal e vila franca da beira,2877.95
061123,centro,coimbra,oliveira do hospital,união das freguesias de lagos da beira e lajeosa,1351.19
061124,centro,coimbra,oliveira do hospital,união das freguesias de oliveira do hospital e são paio de gramaços,1366.87
061125,centro,coimbra,oliveira do hospital,união das freguesias de penalva de alva e são sebastião da feira,1449.59
061126,centro,coimbra,oliveira do hospital,união das freguesias de santa ovaia e vila pouca da beira,743.05
061201,centro,coimbra,pampilhosa da serra,cabril,3519.86
061202,centro,coimbra,pampilhosa da serra,dornelas do zêzere,1643.64
061204,centro,coimbra,pampilhosa da serra,janeiro de baixo,4069.51
061206,centro,coimbra,pampilhosa da serra,pampilhosa da serra,10017.51
061207,centro,coimbra,pampilhosa da serra,pessegueiro,3199.68
061209,centro,coimbra,pampilhosa da serra,unhais-o-velho,3957.44
061211,centro,coimbra,pampilhosa da serra,fajão-vidual,7959.1
061212,centro,coimbra,pampilhosa da serra,portela do fojo-machio,5279.5
061301,centro,coimbra,penacova,carvalho,3013.57
061302,centro,coimbra,penacova,figueira de lorvão,2667.8
061304,centro,coimbra,penacova,lorvão,2695.14
061307,centro,coimbra,penacova,penacova,3241.68
061310,centro,coimbra,penacova,sazes do lorvão,1785.62
061312,centro,coimbra,penacova,união das freguesias de friúmes e paradela,2217.53
061313,centro,coimbra,penacova,união das freguesias de oliveira do mondego e travanca do mondego,2258.02
061314,centro,coimbra,penacova,união das freguesias de são pedro de alva e são paio de mondego,3793.87
061401,centro,coimbra,penela,cumeeira,2129.44
061402,centro,coimbra,penela,espinhal,2938.42
061403,centro,coimbra,penela,podentes,1727.83
061407,centro,coimbra,penela,"união das freguesias de são miguel, santa eufémia e rabaçal",6684.31
061501,centro,coimbra,soure,alfarelos,1398.44
061504,centro,coimbra,soure,figueiró do campo,1127
061506,centro,coimbra,soure,granja do ulmeiro,505.19
061508,centro,coimbra,soure,samuel,3137.29
061509,centro,coimbra,soure,soure,9232.46
061510,centro,coimbra,soure,tapéus,1386.87
061511,centro,coimbra,soure,vila nova de anços,2057.63
061512,centro,coimbra,soure,vinha da rainha,2038.29
061513,centro,coimbra,soure,união das freguesias de degracias e pombalinho,3947.39
061514,centro,coimbra,soure,união das freguesias de gesteira e brunhós,1675.51
061602,centro,coimbra,tábua,candosa,1139.12
061603,centro,coimbra,tábua,carapinha,941.75
061608,centro,coimbra,tábua,midões,2006.71
061609,centro,coimbra,tábua,mouronho,2402.38
061611,centro,coimbra,tábua,póvoa de midões,952
061612,centro,coimbra,tábua,são joão da boa vista,985.34
061614,centro,coimbra,tábua,tábua,2481.14
061616,centro,coimbra,tábua,união das freguesias de ázere e covelo,2547.49
061617,centro,coimbra,tábua,união das freguesias de covas e vila nova de oliveirinha,2186.71
061618,centro,coimbra,tábua,união das freguesias de espariz e sinde,2352.45
061619,centro,coimbra,tábua,união das freguesias de pinheiro de coja e meda de mouros,1983.5
061701,centro,coimbra,vila nova de poiares,arrifana,2384.27
061702,centro,coimbra,vila nova de poiares,lavegadas,1126.42
061703,centro,coimbra,vila nova de poiares,poiares (santo andré),2880.69
061704,centro,coimbra,vila nova de poiares,são miguel de poiares,2053.92
070103,alentejo,évora,alandroal,santiago maior,11299.39
070104,alentejo,évora,alandroal,capelins (santo antónio),8713.55
070105,alentejo,évora,alandroal,terena (são pedro),8296.95
070107,alentejo,évora,alandroal,"união das freguesias de alandroal (nossa senhora da conceição), são brás dos matos (mina do bugalho) e juromenha (nossa senhora do loreto)",25957.92
070201,alentejo,évora,arraiolos,arraiolos,14607.7
070202,alentejo,évora,arraiolos,igrejinha,8452.12
070206,alentejo,évora,arraiolos,vimieiro,25255.77
070208,alentejo,évora,arraiolos,união das freguesias de gafanhoeira (são pedro) e sabugueiro,8340.27
070209,alentejo,évora,arraiolos,união das freguesias de são gregório e santa justa,11718.69
070301,alentejo,évora,borba,borba (matriz),4132.01
070302,alentejo,évora,borba,orada,5080.82
070303,alentejo,évora,borba,rio de moinhos,5285.45
070304,alentejo,évora,borba,borba (são bartolomeu),20.38
070401,alentejo,évora,estremoz,arcos,2389.41
070402,alentejo,évora,estremoz,glória,7274.61
070404,alentejo,évora,estremoz,évora monte (santa maria),9938.41
070411,alentejo,évora,estremoz,são domingos de ana loura,1629.77
070413,alentejo,évora,estremoz,veiros,3971.92
070414,alentejo,évora,estremoz,união das freguesias de estremoz (santa maria e santo andré),6390.38
070415,alentejo,évora,estremoz,união das freguesias de são bento do cortiço e santo estêvão,5696.69
070416,alentejo,évora,estremoz,união das freguesias de são lourenço de mamporcão e são bento de ana loura,4340.13
070417,alentejo,évora,estremoz,união das freguesias do ameixial (santa vitória e são bento),9748.63
070502,alentejo,évora,évora,nossa senhora da graça do divor,8413.57
070503,alentejo,évora,évora,nossa senhora de machede,18518.93
070506,alentejo,évora,évora,são bento do mato,6655.44
070509,alentejo,évora,évora,são miguel de machede,8152.47
070513,alentejo,évora,évora,torre de coelheiros,22623.94
070515,alentejo,évora,évora,canaviais,1941.23
070522,alentejo,évora,évora,união das freguesias de bacelo e senhora da saúde,4650.48
070523,alentejo,évora,évora,"união das freguesias de évora (são mamede, sé, são pedro e santo antão)",113.15
070524,alentejo,évora,évora,união das freguesias de malagueira e horta das figueiras,6442.72
070525,alentejo,évora,évora,união das freguesias de nossa senhora da tourega e nossa senhora de guadalupe,26334.22
070526,alentejo,évora,évora,união das freguesias de são manços e são vicente do pigeiro,19323.17
070527,alentejo,évora,évora,união das freguesias de são sebastião da giesteira e nossa senhora da boa fé,7538.26
070601,alentejo,évora,montemor-o-novo,cabrela,19225.91
070605,alentejo,évora,montemor-o-novo,santiago do escoural,13870.45
070606,alentejo,évora,montemor-o-novo,são cristóvão,14592.05
070607,alentejo,évora,montemor-o-novo,ciborro,5549.37
070610,alentejo,évora,montemor-o-novo,foros de vale de figueira,6739.92
070611,alentejo,évora,montemor-o-novo,união das freguesias de cortiçadas de lavre e lavre,21369.84
070612,alentejo,évora,montemor-o-novo,"união das freguesias de nossa senhora da vila, nossa senhora do bispo e silveiras",41949.12
070701,alentejo,évora,mora,brotas,8320.51
070702,alentejo,évora,mora,cabeção,4742.73
070703,alentejo,évora,mora,mora,12770.2
070704,alentejo,évora,mora,pavia,18561.59
070801,alentejo,évora,mourão,granja,9255.71
070802,alentejo,évora,mourão,luz,5085.5
070803,alentejo,évora,mourão,mourão,13521.77
070903,alentejo,évora,portel,monte do trigo,10711.19
070905,alentejo,évora,portel,portel,15643.87
070906,alentejo,évora,portel,santana,4195.16
070908,alentejo,évora,portel,vera cruz,4461.55
070909,alentejo,évora,portel,união das freguesias de amieira e alqueva,17714.46
070910,alentejo,évora,portel,união das freguesias de são bartolomeu do outeiro e oriola,7374.34
071001,alentejo,évora,redondo,montoito,6171.07
071002,alentejo,évora,redondo,redondo,30779.8
071102,alentejo,évora,reguengos de monsaraz,corval,9641.16
071103,alentejo,évora,reguengos de monsaraz,monsaraz,8829.42
071104,alentejo,évora,reguengos de monsaraz,reguengos de monsaraz,10172.02
071106,alentejo,évora,reguengos de monsaraz,união das freguesias de campo e campinho,17757.12
071201,alentejo,évora,vendas novas,vendas novas,15771.81
071202,alentejo,évora,vendas novas,landeira,6467.07
071301,alentejo,évora,viana do alentejo,alcáçovas,26800.47
071302,alentejo,évora,viana do alentejo,viana do alentejo,9469.87
071303,alentejo,évora,viana do alentejo,aguiar,3096.94
071401,alentejo,évora,vila viçosa,bencatel,3620.89
071402,alentejo,évora,vila viçosa,ciladas,10751.37
071404,alentejo,évora,vila viçosa,pardais,1794.93
071406,alentejo,évora,vila viçosa,nossa senhora da conceição e são bartolomeu,3318.7
080102,algarve,faro,albufeira,guia,2680.02
080103,algarve,faro,albufeira,paderne,5256.17
080104,algarve,faro,albufeira,ferreiras,2012.54
080106,algarve,faro,albufeira,albufeira e olhos de água,4117.69
080202,algarve,faro,alcoutim,giões,7179.8
080203,algarve,faro,alcoutim,martim longo,12844.66
080205,algarve,faro,alcoutim,vaqueiros,14394.43
080206,algarve,faro,alcoutim,união das freguesias de alcoutim e pereiro,23117.44
080301,algarve,faro,aljezur,aljezur,16675.99
080302,algarve,faro,aljezur,bordeira,7987.29
080303,algarve,faro,aljezur,odeceixe,4190.57
080304,algarve,faro,aljezur,rogil,3496.11
080401,algarve,faro,castro marim,azinhal,6815.59
080402,algarve,faro,castro marim,castro marim,7934.81
080403,algarve,faro,castro marim,odeleite,14224.1
080404,algarve,faro,castro marim,altura,1109.87
080503,algarve,faro,faro,santa bárbara de nexe,3821.64
080506,algarve,faro,faro,montenegro,2119.68
080507,algarve,faro,faro,união das freguesias de conceição e estoi,6840.15
080508,algarve,faro,faro,união das freguesias de faro (sé e são pedro),7475.31
080602,algarve,faro,lagoa,ferragudo,540.95
080604,algarve,faro,lagoa,porches,1564.06
080607,algarve,faro,lagoa,união das freguesias de estômbar e parchal,2807.24
080608,algarve,faro,lagoa,união das freguesias de lagoa e carvoeiro,3913.2
080703,algarve,faro,lagos,luz,2178.31
080704,algarve,faro,lagos,odiáxere,3185.13
080707,algarve,faro,lagos,união das freguesias de bensafrim e barão de são joão,13020.4
080708,algarve,faro,lagos,são gonçalo de lagos,2915.44
080801,algarve,faro,loulé,almancil,6229.95
080802,algarve,faro,loulé,alte,9433.34
080803,algarve,faro,loulé,ameixial,12384.95
080804,algarve,faro,loulé,boliqueime,4621.28
080805,algarve,faro,loulé,quarteira,3815.69
080807,algarve,faro,loulé,salir,18775.06
080808,algarve,faro,loulé,loulé (são clemente),4619.51
080809,algarve,faro,loulé,loulé (são sebastião),6269.63
080812,algarve,faro,loulé,"união de freguesias de querença, tôr e benafim",10217.51
080901,algarve,faro,monchique,alferce,9611.83
080902,algarve,faro,monchique,marmelete,13990.58
080903,algarve,faro,monchique,monchique,15928.02
081003,algarve,faro,olhão,olhão,1224.65
081004,algarve,faro,olhão,pechão,1978.78
081005,algarve,faro,olhão,quelfes,2819.75
081006,algarve,faro,olhão,união das freguesias de moncarapacho e fuseta,7063.19
081101,algarve,faro,portimão,alvor,1525.39
081102,algarve,faro,portimão,mexilhoeira grande,9115.26
081103,algarve,faro,portimão,portimão,7565.64
081201,algarve,faro,são brás de alportel,são brás de alportel,15336.92
081303,algarve,faro,silves,armação de pêra,799.01
081305,algarve,faro,silves,são bartolomeu de messines,23987.21
081306,algarve,faro,silves,são marcos da serra,16606.61
081307,algarve,faro,silves,silves,17499.3
081309,algarve,faro,silves,união das freguesias de alcantarilha e pêra,4625.61
081310,algarve,faro,silves,união das freguesias de algoz e tunes,4488.5
081401,algarve,faro,tavira,cachopo,20352.65
081404,algarve,faro,tavira,santa catarina da fonte do bispo,11758.82
081408,algarve,faro,tavira,santa luzia,850.11
081410,algarve,faro,tavira,união das freguesias de conceição e cabanas de tavira,6944.44
081411,algarve,faro,tavira,união das freguesias de luz de tavira e santo estêvão,5991.23
081412,algarve,faro,tavira,união das freguesias de tavira (santa maria e santiago),14799.45
081501,algarve,faro,vila do bispo,barão de são miguel,1486.92
081502,algarve,faro,vila do bispo,budens,4560.34
081504,algarve,faro,vila do bispo,sagres,3436.91
081506,algarve,faro,vila do bispo,vila do bispo e raposeira,8421.9
081601,algarve,faro,vila real de santo antónio,vila nova de cacela,4603.43
081602,algarve,faro,vila real de santo antónio,vila real de santo antónio,1099.09
081603,algarve,faro,vila real de santo antónio,monte gordo,422.48
090102,centro,guarda,aguiar da beira,carapito,1725.98
090103,centro,guarda,aguiar da beira,cortiçada,1265.38
090105,centro,guarda,aguiar da beira,dornelas,2374.87
090106,centro,guarda,aguiar da beira,eirado,924.17
090107,centro,guarda,aguiar da beira,forninhos,961.73
090109,centro,guarda,aguiar da beira,pena verde,2940.06
090110,centro,guarda,aguiar da beira,pinheiro,1588.32
090114,centro,guarda,aguiar da beira,união das freguesias de aguiar da beira e coruche,4335.72
090115,centro,guarda,aguiar da beira,união das freguesias de sequeiros e gradiz,2392.48
090116,centro,guarda,aguiar da beira,união das freguesias de souto de aguiar da beira e valverde,2167.86
090203,centro,guarda,almeida,almeida,5242.38
090207,centro,guarda,almeida,castelo bom,2504.14
090209,centro,guarda,almeida,freineda,2923.95
090210,centro,guarda,almeida,freixo,1717.53
090213,centro,guarda,almeida,malhada sorda,4577.42
090219,centro,guarda,almeida,nave de haver,4113.33
090224,centro,guarda,almeida,são pedro de rio seco,2258.56
090227,centro,guarda,almeida,vale da mula,1645.64
090229,centro,guarda,almeida,vilar formoso,1513.69
090230,centro,guarda,almeida,"união das freguesias de amoreira, parada e cabreira",3139.54
090231,centro,guarda,almeida,"união das freguesias de azinhal, peva e valverde",4704.69
090232,centro,guarda,almeida,"união das freguesias de castelo mendo, ade, monteperobolso e mesquitela",4188.29
090233,centro,guarda,almeida,união das freguesias de junça e naves,3239.56
090234,centro,guarda,almeida,"união das freguesias de leomil, mido, senouras e aldeia nova",4242.28
090235,centro,guarda,almeida,união das freguesias de malpartida e vale de coelha,2900.67
090236,centro,guarda,almeida,união das freguesias de miuzela e porto de ovelha,2886.79
090302,centro,guarda,celorico da beira,baraçal,1222.37
090304,centro,guarda,celorico da beira,carrapichana,559.79
090306,centro,guarda,celorico da beira,forno telheiro,2076.32
090307,centro,guarda,celorico da beira,lajeosa do mondego,1246.08
090308,centro,guarda,celorico da beira,linhares,1571.33
090309,centro,guarda,celorico da beira,maçal do chão,1511.66
090310,centro,guarda,celorico da beira,mesquitela,1701.2
090311,centro,guarda,celorico da beira,minhocal,1075.06
090312,centro,guarda,celorico da beira,prados,1423.43
090314,centro,guarda,celorico da beira,ratoeira,774.3
090318,centro,guarda,celorico da beira,vale de azares,905.45
090322,centro,guarda,celorico da beira,casas do soeiro,599.74
